IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.141.248.249,2053,80,FALSE,AMS,Europe,Amsterdam,165,0
34.141.248.249,2083,80,FALSE,AMS,Europe,Amsterdam,166,0
34.19.70.190,80,80,FALSE,SEA,North America,Seattle,167,0
35.187.41.171,2083,80,FALSE,CDG,Europe,Paris,167,0
34.141.221.33,2096,80,FALSE,AMS,Europe,Amsterdam,167,0
34.141.221.33,2083,80,FALSE,AMS,Europe,Amsterdam,167,0
34.141.248.249,2087,80,FALSE,AMS,Europe,Amsterdam,168,0
34.147.101.117,2083,80,FALSE,AMS,Europe,Amsterdam,169,0
34.141.221.33,2053,80,FALSE,AMS,Europe,Amsterdam,170,0
34.105.49.234,80,80,FALSE,SEA,North America,Seattle,171,0
34.147.101.117,2053,80,FALSE,AMS,Europe,Amsterdam,176,0
34.105.3.218,443,443,TRUE,SEA,North America,Seattle,177,0
34.175.133.251,2087,80,FALSE,MAD,Europe,Madrid,178,0
34.147.101.117,2082,80,FALSE,AMS,Europe,Amsterdam,178,0
34.175.161.245,2087,80,FALSE,MAD,Europe,Madrid,178,0
34.175.133.251,2053,80,FALSE,MAD,Europe,Madrid,178,0
34.175.161.245,2052,80,FALSE,MAD,Europe,Madrid,178,0
34.175.168.99,2087,80,FALSE,MAD,Europe,Madrid,179,0
34.175.95.58,2053,80,FALSE,MAD,Europe,Madrid,179,0
34.175.133.251,2095,80,FALSE,MAD,Europe,Madrid,179,0
34.147.101.117,2053,80,FALSE,AMS,Europe,Amsterdam,179,0
34.175.7.231,2053,80,FALSE,MAD,Europe,Madrid,180,0
34.175.244.157,2052,80,FALSE,MAD,Europe,Madrid,180,0
34.147.101.117,2086,80,FALSE,AMS,Europe,Amsterdam,180,0
34.175.99.73,2095,80,FALSE,MAD,Europe,Madrid,180,0
34.175.99.73,2052,80,FALSE,MAD,Europe,Madrid,180,0
34.147.101.117,2096,80,FALSE,AMS,Europe,Amsterdam,180,0
34.175.99.73,2096,80,FALSE,MAD,Europe,Madrid,180,0
34.147.101.117,2096,80,FALSE,AMS,Europe,Amsterdam,180,0
34.147.101.117,2095,80,FALSE,AMS,Europe,Amsterdam,181,0
34.102.111.127,80,80,FALSE,LAX,North America,Los Angeles,181,0
34.175.7.231,2082,80,FALSE,MAD,Europe,Madrid,181,0
34.147.101.117,2052,80,FALSE,AMS,Europe,Amsterdam,182,0
34.175.95.58,2096,80,FALSE,MAD,Europe,Madrid,182,0
34.175.161.245,2095,80,FALSE,MAD,Europe,Madrid,182,0
34.175.161.245,2083,80,FALSE,MAD,Europe,Madrid,182,0
34.175.95.58,2052,80,FALSE,MAD,Europe,Madrid,182,0
34.175.7.231,2052,80,FALSE,MAD,Europe,Madrid,183,0
34.175.99.73,2086,80,FALSE,MAD,Europe,Madrid,183,0
34.175.161.245,2053,80,FALSE,MAD,Europe,Madrid,183,0
34.147.82.194,2053,80,FALSE,AMS,Europe,Amsterdam,184,0
34.175.95.58,2082,80,FALSE,MAD,Europe,Madrid,184,0
34.175.244.157,2053,80,FALSE,MAD,Europe,Madrid,184,0
34.175.95.58,2086,80,FALSE,MAD,Europe,Madrid,186,0
34.175.95.58,2095,80,FALSE,MAD,Europe,Madrid,186,0
34.147.82.194,2053,80,FALSE,AMS,Europe,Amsterdam,186,0
34.175.143.15,2095,80,FALSE,MAD,Europe,Madrid,187,0
34.175.7.231,2087,80,FALSE,MAD,Europe,Madrid,188,0
34.147.101.117,2083,80,FALSE,AMS,Europe,Amsterdam,188,0
34.105.3.218,443,443,TRUE,SEA,North America,Seattle,192,0
34.147.101.117,2082,80,FALSE,AMS,Europe,Amsterdam,194,0
34.175.161.245,2082,80,FALSE,MAD,Europe,Madrid,202,0
35.188.87.85,80,8080,FALSE,ORD,North America,Chicago,206,0
34.147.101.117,2095,80,FALSE,AMS,Europe,Amsterdam,206,0
34.28.14.212,8080,80,FALSE,ORD,North America,Chicago,207,0
34.28.14.212,8080,80,FALSE,ORD,North America,Chicago,207,0
35.232.39.116,80,80,FALSE,DFW,North America,Dallas,207,0
35.225.207.21,80,80,FALSE,ORD,North America,Chicago,209,0
34.135.226.181,80,80,FALSE,ORD,North America,Chicago,209,0
35.239.252.197,80,80,FALSE,ORD,North America,Chicago,213,0
34.102.111.127,80,80,FALSE,LAX,North America,Los Angeles,217,0
35.229.116.150,80,80,FALSE,ATL,North America,Atlanta,218,0
34.74.105.17,80,8080,FALSE,ATL,North America,Atlanta,218,0
34.74.105.17,80,8080,FALSE,ATL,North America,Atlanta,219,0
34.147.101.117,2086,80,FALSE,AMS,Europe,Amsterdam,246,0
